0.43894	0.3845
0.43942	0.386
0.43936	0.38774
0.43883	0.38969
0.43789	0.39184
0.43661	0.39417
0.43505	0.39666
0.43329	0.39929
0.43139	0.40204
0.42942	0.40489
0.42745	0.40782
0.42554	0.41082
0.42375	0.41386
0.42217	0.41692
0.42084	0.41999
0.41985	0.42304
0.41924	0.42606
0.419	0.42904
0.41912	0.43196
0.41956	0.43482
0.42031	0.4376
0.42134	0.4403
0.42263	0.4429
0.42416	0.4454
0.42591	0.44778
0.42784	0.45003
0.42994	0.45215
0.43219	0.45412
0.43456	0.45593
0.43703	0.45757
0.43958	0.45903
0.44218	0.46031
0.44482	0.4614
0.44748	0.46229
0.45015	0.46299
0.45281	0.46349
0.45545	0.4638
0.45805	0.46391
0.46059	0.46382
0.46306	0.46352
0.46545	0.46303
0.46774	0.46232
0.46991	0.46142
0.47195	0.4603
0.47384	0.45897
0.47557	0.45743
0.47712	0.45568
0.47851	0.45373
0.47975	0.45159
0.48085	0.44928
0.48184	0.44681
0.48271	0.4442
0.48348	0.44145
0.48418	0.43859
0.48481	0.43562
0.48538	0.43257
0.48592	0.42943
0.48643	0.42624
0.48693	0.42299
0.48743	0.41971
0.48794	0.41641
0.48848	0.4131
0.48903	0.40979
0.48958	0.40648
0.4901	0.40319
0.49057	0.39992
0.49099	0.39668
0.49132	0.39347
0.49156	0.39031
0.49168	0.38719
0.49166	0.38413
0.49149	0.38114
0.49115	0.37821
0.49061	0.37537
0.48987	0.37261
0.4889	0.36994
0.4877	0.36737
0.48626	0.3649
0.48461	0.36254
0.48276	0.36027
0.48074	0.35811
0.47855	0.35606
0.47622	0.35411
0.47376	0.35228
0.47118	0.35055
0.46851	0.34893
0.46575	0.34742
0.46294	0.34603
0.46007	0.34475
0.45718	0.34358
0.45426	0.34253
0.45135	0.3416
0.44845	0.3408
0.44557	0.34012
0.4427	0.33959
0.43987	0.33921
0.43706	0.33898
0.4343	0.33892
0.43159	0.33902
0.42893	0.33931
0.42634	0.33978
0.42381	0.34045
0.42135	0.34132
0.41898	0.3424
0.41669	0.3437
0.41449	0.34523
0.4124	0.34698
0.4104	0.34895
0.40851	0.35113
0.4067	0.35351
0.405	0.35606
0.40339	0.35878
0.40188	0.36166
0.40046	0.36468
0.39913	0.36783
0.39789	0.37109
0.39675	0.37445
0.39569	0.3779
0.39472	0.38143
0.39385	0.38502
0.39305	0.38865
0.39235	0.39233
0.39173	0.39603
0.39119	0.39974
0.39073	0.40346
0.39036	0.40717
0.39006	0.41086
0.38984	0.41453
0.3897	0.41815
0.38963	0.42173
0.38963	0.42524
0.38971	0.42868
0.38985	0.43203
0.39007	0.43529
0.39035	0.43845
0.3907	0.44149
0.39112	0.44441
0.39161	0.44721
0.39217	0.44988
0.39282	0.45244
0.39356	0.45488
0.39439	0.45722
0.39533	0.45945
0.39638	0.46158
0.39754	0.4636
0.39883	0.46554
0.40024	0.46738
0.40178	0.46913
0.40347	0.47079
0.4053	0.47237
0.40729	0.47387
0.40943	0.4753
0.41171	0.47666
0.41411	0.47796
0.4166	0.47921
0.41917	0.48042
0.42179	0.4816
0.42444	0.48275
0.4271	0.48388
0.42975	0.485
0.43236	0.48612
0.43492	0.48724
0.4374	0.48839
0.43979	0.48955
0.44206	0.49075
0.44419	0.49199
0.44616	0.49328
0.44798	0.49464
0.44966	0.49607
0.45121	0.49761
0.45264	0.49927
0.45397	0.50106
0.4552	0.503
0.45634	0.50512
0.45741	0.50742
0.45842	0.50992
0.45938	0.51264
0.46029	0.51561
0.46118	0.51883
0.46204	0.52232
0.4629	0.5261
0.46375	0.53018
0.4646	0.53453
0.46542	0.53911
0.46621	0.54388
0.46695	0.54881
0.46762	0.55385
0.46823	0.55896
0.46875	0.56412
0.46917	0.56927
0.46948	0.57439
0.46967	0.57942
0.46972	0.58434
0.46962	0.58911
0.46936	0.59369
0.46893	0.59803
0.46832	0.60211
0.46753	0.60592
0.46658	0.60946
0.46549	0.61273
0.46426	0.61575
0.46291	0.61849
0.46145	0.62098
0.4599	0.6232
0.45827	0.62516
0.45656	0.62686
0.45481	0.62831
0.45301	0.6295
0.45118	0.63043
0.44934	0.63111
0.4475	0.63153
0.44566	0.63171
0.44385	0.63165
0.44206	0.63136
0.44031	0.63085
0.4386	0.63015
0.43695	0.62925
0.43536	0.62819
0.43384	0.62695
0.43239	0.62557
0.43104	0.62405
0.42978	0.6224
0.42863	0.62064
0.42759	0.61879
0.42667	0.61684
0.42588	0.61482
0.42522	0.61273
0.4247	0.61058
0.42429	0.60836
0.424	0.60606
0.42381	0.60368
0.42372	0.60121
0.42372	0.59866
0.42379	0.59601
0.42393	0.59326
0.42413	0.5904
0.42438	0.58744
0.42468	0.58436
0.425	0.58117
0.42536	0.57785
0.42573	0.57441
0.42611	0.57083
0.4265	0.56714
0.42689	0.56332
0.42729	0.5594
0.4277	0.55539
0.42811	0.55128
0.42852	0.54709
0.42894	0.54284
0.42936	0.53851
0.42979	0.53414
0.43021	0.52971
0.43064	0.52525
0.43107	0.52076
0.43149	0.51625
0.43192	0.51172
0.43235	0.5072
0.43277	0.50267
0.4332	0.49815
0.43363	0.49365
0.43407	0.48916
0.43451	0.4847
0.43496	0.48026
0.43542	0.47586
0.4359	0.4715
0.43638	0.46718
0.43688	0.46291
0.43739	0.4587
0.43792	0.45454
0.43847	0.45046
0.43904	0.44644
0.43963	0.4425
0.44024	0.43862
0.44088	0.43477
0.44153	0.43095
0.44221	0.42713
0.44291	0.42329
0.44364	0.41942
0.44438	0.4155
0.44515	0.4115
0.44594	0.40742
0.44675	0.40323
0.44759	0.39891
0.44845	0.39444
0.44933	0.38982
0.45023	0.38501
0.45116	0.38
0.4521	0.37483
0.45304	0.36951
0.45399	0.36408
0.45493	0.35857
0.45585	0.35301
0.45675	0.34742
0.45761	0.34183
0.45843	0.33628
0.45921	0.3308
0.45992	0.3254
0.46058	0.32013
0.46116	0.31501
0.46166	0.31007
0.46207	0.30535
0.46238	0.30085
0.46259	0.29659
0.46269	0.29257
0.46267	0.28877
0.46253	0.2852
0.46225	0.28184
0.46183	0.2787
0.46126	0.27578
0.46054	0.27305
0.45965	0.27054
0.45859	0.26822
0.45736	0.2661
0.45594	0.26417
0.45432	0.26242
0.45251	0.26086
0.4505	0.25948
0.44832	0.25828
0.44602	0.25727
0.44365	0.25646
0.44124	0.25584
0.43885	0.25543
0.43651	0.25522
0.43428	0.25523
0.43219	0.25546
0.43028	0.25591
0.42861	0.25659
0.42721	0.25751
0.42614	0.25866
0.42542	0.26006
0.42512	0.2617
